,Total_Acres_Burned,Archive_Year,County_Name,County_ID,Fire_Started_Date,Fire_Extinguished_Date,Injuries,Latitude,Longitude,Major_Incident,Location,Fire_Name,Percent_Contained,State,CAUSE,Cause_Description,Structure_Impacted,Maximum_Temp,Minimum_Temp,Average_Temp,Wind_Speed,Air_Pressure,Precipitation
984,42,2019,Shasta,45,10/10/2019,10/10/2019,0,40.4988,-122.19911,FALSE,Millville Plains Road and Sprig Road in Millville,Plains Fire,100,CA,11,Powerline,0,22,9,17,26,1023,0
985,35,2019,Santa Clara,43,6/10/2019,6/17/2019,0,37.44422,-121.84082,FALSE,Calaveras Road and Weller Road East of Milpitas,Calaveras Fire ,100,CA,14,Unidentified,0,39,22,33,3,1016,0
986,34,2019,Riverside,33,8/22/2019,8/23/2019,0,33.4506,-116.857817,FALSE,Highway 371 cross of Yucca Road,Yucca Fire,100,CA,14,Unidentified,0,28,16,25,2,1007,0
987,33,2019,Yolo,57,8/10/2019,8/10/2019,0,39.171091,-121.423281,FALSE,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",Heavy Range Fire,100,CA,14,Unidentified,0,29,15,24,12,1014,0.1
988,33,2019,Tulare,54,6/3/2019,6/4/2019,0,36.23012,-118.85712,FALSE,off of Yokohl Drive in Tulare County ,Yokohl Fire,100,CA,14,Unidentified,0,29,17,25,7,1012,0
989,30,2019,San Luis Obispo,40,10/11/2019,10/11/2019,0,35.709176,-120.312856,FALSE,Highway 46 and Bitterwater Rd,Bitter Fire,100,CA,14,Unidentified,0,27,11,20,5,1015,0
990,29,2019,Santa Clara,43,10/7/2019,10/7/2019,0,37.066483,-121.219163,FALSE,Highway 152 and Dinosaur Point Rd ,Point Fire ,100,CA,14,Unidentified,0,33,13,25,5,1016,0
991,28,2019,Lake,17,9/4/2019,9/5/2019,0,38.910498,-122.642572,TRUE,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",Glass Fire,100,CA,14,Unidentified,0,34,15,28,6,1012,0
992,27,2019,Placer,31,6/7/2019,6/11/2019,0,38.75263,-121.39259,FALSE,Watt Ave near Baseline Road ,Watt Fire,100,CA,14,Unidentified,0,25,12,21,12,1014,0
993,25,2019,Mexico,"62,37",8/25/2019,8/28/2019,0,32.557546,-116.873955,FALSE,Mexico / California International border in the area east of the Otay port of entry.,Border 10 Fire,100,CA,14,Unidentified,0,31,24,29,4,1014,0
994,25,2019,Alameda,1,7/5/2019,7/5/2019,0,37.469,-121.3697,FALSE,"Christensen Road, Near Bethany Reservoir ",Bikeway Fire,100,CA,14,Unidentified,0,39,17,32,5,1014,0
995,24,2019,Contra Costa,7,7/5/2019,7/5/2019,0,37.99837,-122.16201,FALSE, Franklin Canyon Rd. ,Fellow Fire,100,CA,14,Unidentified,0,30,15,25,11,1014,0
996,21,2019,Tuolumne,55,8/8/2019,8/8/2019,0,37.949747,-120.420058,FALSE,"10,000 Block Preston Lane, Jamestown",Preston Fire,100,CA,8,Playing with fire,0,31,15,25,7,1014,0.3
997,20,2019,Riverside,33,8/12/2019,8/12/2019,0,33.909792,-117.004667,FALSE,David Mountain Radio Road at David Mountain Road in Beaumont,Radio Fire,100,CA,1,Lightning,0,29,18,26,3,1012,0
998,20,2019,Lake,17,8/8/2019,8/11/2019,0,38.99174,-122.7751,FALSE,"Soda Bay Road and Golf Drive, northwest of Clearlake",Golf Fire,100,CA,14,Unidentified,0,31,10,23,9,1014,0
999,20,2019,Riverside,33,7/11/2019,7/11/2019,0,33.69055556,-116.953889,FALSE,Off of Girard Street and Quiet Hills Drive ,Gibbel Fire ,100,CA,5,Debris,0,35,14,29,1,1014,0
1000,19,2019,Riverside,33,11/1/2019,11/1/2019,0,33.849906,-117.461363,FALSE,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",Sobrante Fire ,100,CA,14,Unidentified,0,27,15,22,5,1020,0
1001,19,2019,Riverside,33,9/30/2019,9/30/2019,0,33.703546,-117.033598,FALSE,Warren Rd & Old Mine Rd in Hemet,Warren Fire,100,CA,14,Unidentified,0,21,7,17,7,1011,0
1002,19,2019,Alameda,1,8/31/2019,8/31/2019,0,37.718636,-121.657011,FALSE,eastbound 580 and North Flynn Road,Carroll Fire,100,CA,14,Unidentified,0,34,21,29,7,1014,0
1003,18,2019,Stanislaus,50,10/3/2019,10/4/2019,0,37.429506,-121.336465,FALSE,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,Del Fire,100,CA,14,Unidentified,0,29,8,20,6,1015,0
1004,17,2019,San Benito,35,9/4/2019,9/4/2019,0,36.732866,-121.39478,FALSE,"off of Grass Valley Road and Cienega Road, in Hollister",Foster Fire ,100,CA,14,Unidentified,0,33,13,26,2,1012,0
1005,16,2019,El Dorado,9,8/14/2019,8/14/2019,0,38.703889,-120.890556,FALSE,Off of Greenstone Road and Buck Mountain Road ,Greenstone Fire ,100,CA,14,Unidentified,0,38,20,33,8,1016,0
1006,15,2019,Siskiyou,47,9/7/2019,9/10/2019,0,41.512917,-122.740333,FALSE,"Near Duzel Rock Lookout, northeast of Etna",Duzel Fire,100,CA,2,Equipment Use,0,26,11,20,2,1018,0
1007,15,2019,San Bernardino,36,9/2/2019,9/6/2019,0,34.353667,-117.343833,FALSE,"Old Dump Road, south of Summit Valley Road, Hesperia",Telephone Fire,100,CA,14,Unidentified,0,34,23,30,10,1013,0
1008,15,2019,San Diego,37,6/10/2019,6/24/2019,0,33.30267,-116.97772,FALSE,Highway 76 and Pauma Valley Road ,Pauma Fire,100,CA,9,Miscellaneous,0,34,19,29,3,1015,0
1009,13,2019,El Dorado,9,7/30/2019,7/31/2019,0,38.757636,-120.75664,FALSE,"Northeast of Placerville in the community of Camino, off of Shadow Ridge Road",Carson Fire,100,CA,14,Unidentified,0,32,17,27,8,1014,0
1010,12,2019,Butte,4,6/29/2019,6/29/2019,0,39.32889,-121.23431,FALSE,"Off Craig Access Road, Near Lake Oroville ",Mayberry Fire ,100,CA,14,Unidentified,0,31,12,26,9,1018,0
1011,11,2019,San Bernardino,36,10/21/2019,10/22/2019,0,34.033117,-117.21545,FALSE,Beaumont and San Timorese Canyon,Beaumont Fire,100,CA,14,Unidentified,0,30,13,24,6,1015,0
1012,11,2019,Tehama,52,10/7/2019,10/7/2019,0,40.314187,-122.070055,FALSE,Highway 36E east of Dales Station and Manton Road,Dales Fire,100,CA,14,Unidentified,0,32,14,24,6,1019,0
1013,10,2019,San Diego,37,10/15/2019,10/16/2019,0,32.762706,-117.097441,FALSE,"Off Fairmont Avenue and Aldine Drive, Northwest of Talmadge",Fairmont Fire,100,CA,14,Unidentified,0,26,17,23,9,1014,0
1014,10,2019,Tehama,52,10/9/2019,10/8/2019,0,39.847708,-122.160416,FALSE,"Inghram Road, South Corning",Inghram Fire,100,CA,14,Unidentified,1,23,11,17,12,1013,0
1015,10,2019,Amador,3,9/25/2019,9/25/2019,1,38.332083,-120.67131,TRUE,"Electra Road and Highway 49, east of Jackson",Electra Fire,100,CA,14,Unidentified,0,35,20,29,7,1013,0
1016,10,2019,Siskiyou,47,6/16/2019,6/21/2019,0,41.94622,-122.40157,FALSE,"Deer Run Road, east of Iron Gate Reservoir",IronGate Fire,100,CA,14,Unidentified,0,28,13,23,5,1014,0
1017,10,2019,Butte,4,4/30/2019,5/8/2019,0,39.83958,-121.957,FALSE,"Off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico",Cana Fire,100,CA,14,Unidentified,0,20,9,16,11,1009,0.7
1018,24251,2013,Ventura,56,5/2/2013,5/11/2013,10,34.4565,-119.0836,TRUE,"Southbound Highway 101 at Camarillo Springs Road, Camarillo",Springs Fire,100,CA,14,Unidentified,16,20,11,17,9,1019,0
1019,917,2013,Monterey,27,12/16/2013,12/20/2013,0,36.2172,-121.2392,FALSE,Pfeiffer Ridge Road and Highway 1 near Big Sur,Pfeiffer Fire,100,CA,9,Miscellaneous,0,23,8,15,10,1022,0
1020,311,2013,Riverside,33,2/28/2013,3/2/2013,0,33.7437,-115.9938,FALSE,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",Jurupa Fire,100,CA,14,Unidentified,0,20,8,15,12,1026,0
1021,296,2013,Lake,17,1/22/2013,1/23/2013,0,39.0996,-122.7532,FALSE,"North of Highway 29, southeast of Kelseyville",Becks Fire,100,CA,14,Unidentified,0,13,2,8,9,1020,0
1022,226,2013,Glenn,11,6/12/2013,6/17/2013,0,39.5982,-122.392,FALSE,15 miles northwest of Elk Creek off County Road 306,Daves Fire,100,CA,14,Unidentified,0,30,12,24,11,1015,0
1023,213,2013,Monterey,27,7/17/2013,7/17/2013,0,36.2172,-121.2392,FALSE,"Tassajara Hot Springs, near the Zen Center",Tassajara Fire,100,CA,14,Unidentified,0,31,12,24,9,1017,0
1024,150,2013,Alameda,1,10/4/2013,10/4/2013,0,37.6469,-121.8889,FALSE,"Highland Road, Livermore",Highland Fire,100,CA,2,Equipment Use,0,25,11,20,16,1015,0
1025,150,2013,Butte,4,5/22/2013,5/22/2013,0,39.6669,-121.6007,TRUE,"Neal Road, southwest of Paradise",Neal Fire,100,CA,14,Unidentified,0,18,4,14,14,1017,0
1026,100,2013,Los Angeles,19,8/9/2013,8/11/2013,0,34.3207,-118.2248,FALSE,San Francisquito Canyon Rd & Stator Ln,Bee Fire,100,CA,1,Lightning,0,26,16,23,4,1013,0
1027,80,2013,Fresno,10,4/9/2013,4/9/2013,0,36.7582,-119.6493,FALSE,Butte Ave near Conejo Ave near the community of Helm.,Butte Fire,100,CA,14,Unidentified,0,22,4,17,12,1016,0
1028,75,2013,Tehama,52,9/15/2013,9/15/2013,0,40.1256,-122.2341,FALSE,East of Molinos,Tehama Fire,100,CA,14,Unidentified,0,31,14,24,4,1008,0
1029,72,2013,Butte,4,5/1/2013,5/4/2013,0,39.6669,-121.6007,TRUE,"Off Cedar Creek Loop Rd, South of Butte Meadows",Cedar Fire,100,CA,18,Escaped Prescribed Burn,0,26,8,21,24,1019,0
1030,44,2013,Ventura,56,12/10/2013,12/11/2013,0,34.4565,-119.0836,FALSE, off Happy Camp Canyon Rd near Moorpark,Happy Camp Fire,100,CA,14,Unidentified,0,9,4,7,18,1027,0
1031,40,2013,San Diego,37,9/26/2013,9/28/2013,0,33.0341,-116.7353,FALSE,off I-8 & Los Coches Rd near Lakeside,Valley Fire,100,CA,14,Unidentified,0,21,12,18,11,1006,0
1032,40,2013,Siskiyou,47,7/31/2013,7/31/2013,0,41.5927,-122.5404,FALSE,"Siskiyou Wildlife Refuge, 5 miles SE of Montague",Trout Fire,100,CA,1,Lightning,0,28,11,22,5,1019,0
1033,34,2013,Shasta,45,8/4/2013,8/5/2013,0,40.7637,-122.0405,FALSE,"Honey Bee Road, West of Redding",Honey Fire,100,CA,14,Unidentified,0,31,8,27,2,1015,0
1034,15,2013,Mendocino,23,12/30/2013,12/30/2013,0,39.4402,-123.3915,FALSE,off Refuse Road near Covelo,Refuse Fire,100,CA,14,Unidentified,0,17,3,10,6,1022,0
1035,15,2013,Madera,20,5/12/2013,5/13/2013,0,37.218,-119.7627,FALSE,Off Range Circle Dr in Yosemite Lake,Ranger Fire,100,CA,14,Unidentified,0,31,9,26,3,1020,0
1036,50042,2014,Siskiyou,47,8/2/2014,8/6/2014,0,41.5927,-122.5404,FALSE,Whites Fire approximately 4 miles East of Sawyer Bar<p> Log Fire approximately 6 miles West of Greenview<p>Leef Fire approximately 7 miles Southwest of Callahan. ,July Complex,100,CA,14,Unidentified,0,33,14,28,3,1014,0
1037,32496,2014,Siskiyou,47,7/30/2014,9/2/2014,0,41.5927,-122.5404,FALSE,"north of Highway 96, off of Beaver Creek Road",Beaver Fire,100,CA,14,Unidentified,0,32,14,27,4,1019,0.7
1038,14416,2014,San Diego,37,5/15/2014,5/21/2014,0,33.0341,-116.7353,FALSE,"Off Interstate 5 at Las Pulgas Rd, north of Oceanside",Pulgas Fire,100,CA,14,Unidentified,0,36,19,31,9,1017,0
1039,13838,2014,Madera,20,7/28/2014,7/28/2014,0,37.218,-119.7627,FALSE,"Rock Creek Drainage, south of Mammoth Pool Reservoir",French Fire,100,CA,14,Unidentified,0,33,13,27,2,1016,0
1040,12536,2014,Mendocino,23,7/30/2014,9/9/2014,15,39.4402,-123.3915,TRUE,Wilderness Lodge and Eel River Canyon area,Lodge Lightning Complex,100,CA,14,Unidentified,0,33,14,28,4,1015,0.5
1041,4840,2014,Monterey,27,6/19/2014,6/21/2014,0,36.2172,-121.2392,FALSE,"Nacimiento Fergusson Road & Stoney Valley, Fort Hunter Liggett",Stoney Fire,100,CA,14,Unidentified,0,32,11,26,8,1014,0
1042,4772,2014,Mariposa,22,8/16/2014,12/12/2014,0,37.5815,-119.9054,FALSE,East of Little Yosemite Valley,Meadow Fire,100,CA,14,Unidentified,0,24,9,20,3,1016,0
1043,4689,2014,Mariposa,22,7/26/2014,8/10/2014,0,37.5815,-119.9054,FALSE,Near Highway 140 and community of El Portal,El Portal Fire,100,CA,14,Unidentified,0,26,10,23,3,1014,0
1044,1080,2014,Mariposa,22,7/17/2014,8/20/2014,0,37.5815,-119.9054,FALSE,near the Yosemite Creek Campground.,Dark Hole Fire,100,CA,14,Unidentified,0,24,12,21,1,1014,0.5
1045,677,2014,Mariposa,22,5/26/2014,6/2/2014,9,37.5815,-119.9054,TRUE,"Hunters Valley area, near the southeast shore of Lake McClure",Hunters Fire,100,CA,14,Unidentified,3,22,7,18,1,1013,0
1046,459,2014,Placer,31,10/8/2014,10/15/2014,2,39.0635,-120.7175,TRUE,on the eastside of Interstate 80 in the Applegate area,Applegate Fire,100,CA,14,Unidentified,10,28,9,21,4,1013,0
1047,403,2014,Mendocino,23,9/13/2014,9/17/2014,3,39.4402,-123.3915,TRUE,"Black Bart Trail, North of Lake Mendocino",Black Fire,100,CA,14,Unidentified,11,25,11,20,3,1013,0.1
1048,389,2014,Butte,4,7/28/2014,8/1/2014,4,39.6669,-121.6007,TRUE,Web Hollow & Big Chico Creek near Forest Ranch,Web Fire,100,CA,14,Unidentified,0,36,17,31,4,1016,0
1049,300,2014,Mariposa,22,9/5/2014,9/12/2014,3,37.5815,-119.9054,TRUE,"Highway 49 at Harris Road, 10 miles east of Mariposa",Bridge Fire,100,CA,14,Unidentified,0,23,8,19,3,1011,0
1050,300,2014,Merced,24,7/24/2014,7/25/2014,0,37.1919,-120.7177,FALSE,"Gun Club Rd. at the Santa Fe Canal, Gustine",Gun Club Fire,100,CA,14,Unidentified,0,37,18,31,17,1017,0
1051,125,2014,Santa Clara,43,6/30/2014,7/1/2014,0,37.2318,-121.6951,FALSE,Off Curie Drive south of San Jose,Curie Fire,100,CA,14,Unidentified,0,35,15,28,7,1010,0
1052,120,2014,Placer,31,1/22/2014,1/22/2014,0,39.0635,-120.7175,FALSE,"off South Brewer Road, west of Roseville",Brewer Fire,100,CA,10,Vehicle,0,18,6,12,14,1023,0
1053,100,2014,Lake,17,9/3/2014,9/5/2014,0,39.0996,-122.7532,FALSE,"off Hwy 20 & Saratoga Road, west of Upper Lake",Saratoga Fire,100,CA,14,Unidentified,0,32,13,26,6,1008,0
1054,100,2014,Riverside,33,9/1/2014,9/1/2014,0,33.7437,-115.9938,FALSE,I-15 at Temescal Canyon Rd in Alberhill,Interstate Fire,100,CA,14,Unidentified,0,36,25,33,15,1007,0
1055,80,2014,Santa Clara,43,8/28/2014,8/31/2014,0,37.2318,-121.6951,FALSE,"Hwy 152 at Casa De Fruta, 10 miles east of Gilroy",Casa Fire,100,CA,14,Unidentified,0,31,13,24,8,1018,0
1056,79,2014,Mariposa,22,9/7/2014,9/9/2014,0,37.5815,-119.9054,FALSE,"Near Ponderosa Way & Tuolumne River Rd, south of Coulterville ",Montgomery Fire,100,CA,14,Unidentified,0,23,8,19,4,1014,0
1057,78,2014,Riverside,33,7/23/2014,7/24/2014,0,33.7437,-115.9938,FALSE,Sabina Road and Ballinger Road in the community of Aguanga,Sabina Fire,100,CA,14,Unidentified,0,39,27,34,20,1013,0
1058,70,2014,Kern,15,7/1/2014,7/6/2014,0,35.3429,-118.7299,FALSE,Southwest of Greenhorn Summit,Ranch Fire,100,CA,14,Unidentified,0,39,15,32,6,1010,0
1059,65,2014,Inyo,14,9/16/2014,9/21/2014,0,36.5111,-117.4107,FALSE,at the base of June Mountain,June Fire,100,CA,14,Unidentified,0,41,23,37,4,1011,0
1060,62,2014,Mendocino,23,9/21/2014,9/22/2014,0,39.4402,-123.3915,TRUE,"off Nelson Ranch Rd, 9 mile south of Ukiah",Nelson Fire,100,CA,4,Campfire,0,25,10,19,3,1014,0
1061,60,2014,Butte,4,1/1/2014,1/2/2014,0,39.6669,-121.6007,FALSE,off Palermo Honcut Highway and Ahart Road near the community of Honcut,Honcut Fire,100,CA,14,Unidentified,0,18,7,12,13,1023,0
1062,56,2014,San Diego,37,5/14/2014,5/20/2014,0,33.0341,-116.7353,FALSE,"Naval Weapons Station, Fallbrook",Freeway Fire ,100,CA,14,Unidentified,0,33,17,29,17,1019,0
1063,37,2014,Humboldt,12,8/1/2014,8/2/2014,0,40.6993,-123.8756,FALSE,on Hwy 36 at McClellan Mountain Rd in Dinsmore,McClellan Fire,100,CA,1,Lightning,0,23,11,20,12,1015,0
1064,31,2014,Riverside,33,6/6/2014,6/7/2014,0,33.7437,-115.9938,TRUE,in Bogart Park in Cherry Valley,Bogart Fire,100,CA,14,Unidentified,0,36,19,30,22,1006,0
1065,30,2014,Siskiyou,47,7/29/2014,8/2/2014,0,41.5927,-122.5404,TRUE,Throughout Siskiyou County,Siskiyou County Lightning Fires,100,CA,14,Unidentified,0,33,13,26,3,1019,0.6
1066,25,2014,Ventura,56,9/29/2014,9/30/2014,0,34.4565,-119.0836,FALSE,off Foothill Rd near Ventura ,Foothill Fire ,100,CA,14,Unidentified,0,17,11,14,7,1014,0
1067,14,2014,Placer,31,7/21/2014,7/22/2014,0,39.0635,-120.7175,FALSE,Iowa Hill Road south of Colfax,Iowa Fire,100,CA,14,Unidentified,0,29,12,24,1,1016,0.2
1068,14,2014,Riverside,33,6/4/2014,6/4/2014,0,33.7437,-115.9938,FALSE,off Santa Rosa & Rancho California Road in Temecula ,Santa Fire,100,CA,14,Unidentified,0,35,17,31,21,1008,0
1069,6,2014,Napa,28,8/24/2014,8/31/2014,0,38.5065,-122.3305,FALSE,City and County of Napa,South Napa Earthquake,100,CA,14,Unidentified,0,30,11,23,8,1011,0
1070,77081,2015,Trinity,53,7/30/2015,7/31/2015,0,40.6507,-123.1126,FALSE,"Near the communities of Dailey Ranch, Hoboken, Denny and Trinity Village.",River Complex,100,CA,1,Lightning,0,36,9,30,1,1015,0
1071,36503,2015,Trinity,53,7/30/2015,8/24/2015,0,40.6507,-123.1126,FALSE,"Near the communities of Hayfork, Hyampom, and Harrison Gulch,",Fork Complex,100,CA,14,Unidentified,0,36,9,30,1,1015,0
1072,30361,2015,Del Norte,8,7/31/2015,8/4/2015,0,41.7431,-123.8972,FALSE,Gasquet area,Gasquet Complex,100,CA,1,Lightning,0,27,15,23,8,1018,0
1073,29416,2015,Trinity,53,7/30/2015,8/3/2015,0,40.6507,-123.1126,FALSE,Hyampom area,South Complex,100,CA,14,Unidentified,0,36,9,30,1,1015,0
1074,7509,2015,Del Norte,8,8/1/2015,11/9/2015,0,41.7431,-123.8972,FALSE,near Orleans,Nickowitz Fire,100,CA,14,Unidentified,0,23,16,21,6,1015,0.9
1075,7000,2015,Inyo,"14,26",2/6/2015,2/12/2015,4,36.5111,-117.4107,TRUE,Westside of Highway 395 at the Sherwin Grade,Round Fire,100,CA,14,Unidentified,45,26,10,20,7,1017,0
1076,4883,2015,Humboldt,12,7/30/2015,8/19/2015,14,40.6993,-123.8756,TRUE,"Alder Point-Blocksburg, Southeastern Humboldt County",Humboldt Lightning Fires,100,CA,14,Unidentified,7,28,13,24,1,1015,0
1077,3676,2015,Mono,26,8/14/2015,8/23/2015,0,37.9391,-118.8868,FALSE,north of Walker Lake & north of June Lake Loop,Walker Fire,100,CA,14,Unidentified,0,22,9,18,11,1017,0
1078,1850,2015,San Diego,37,8/13/2015,8/18/2015,0,33.0341,-116.7353,FALSE,Camp Pendleton,Horno Fire,100,CA,14,Unidentified,0,35,21,31,4,1013,0.3
1079,1791,2015,San Luis Obispo,40,6/20/2015,6/24/2015,4,35.3871,-120.4045,TRUE,"Park Hill Rd & Las Pilitas Rd, east of Santa Margarita",Park Hill Fire,100,CA,10,Vehicle,23,31,16,26,7,1011,0
1080,860,2015,Butte,4,10/3/2015,10/4/2015,0,39.6669,-121.6007,TRUE,"off Hwy 99 & Meridian Rd, north of Chico",Meridian Fire,100,CA,14,Unidentified,0,24,12,19,8,1010,0
1081,509,2015,Mono,26,2/6/2015,2/20/2015,0,37.9391,-118.8868,FALSE,"Point Ranch, South of Bridgeport",Van Dyke Fire,100,CA,14,Unidentified,0,6,-2,2,17,1016,0
1082,500,2015,Madera,20,6/18/2015,6/19/2015,0,37.218,-119.7627,FALSE,"Rd 632, 2 miles from Hwy 41, Community of Calvin Crest",Sky Fire,100,CA,10,Vehicle,0,32,12,27,8,1014,0
1083,415,2015,Mariposa,22,9/7/2015,9/11/2015,0,37.5815,-119.9054,FALSE,"north rim of Yosemite Valley, east of Yosemite Falls",Tenaya Fire,100,CA,14,Unidentified,0,21,8,12,9,1015,0
1084,374,2015,Los Angeles,19,8/16/2015,8/20/2015,0,34.3207,-118.2248,FALSE,"off Lincoln Ave, in the Whittier Narrows Park, City of Montebello",Lincoln Fire,100,CA,14,Unidentified,0,37,26,34,2,1012,0
1085,355,2015,Amador,3,7/2/2015,7/2/2015,0,38.4464,-120.6511,TRUE,"off Ione Rd & Hwy 16, east of Rancho Murietta",Ione Fire,100,CA,7,Arson,0,34,19,30,3,1013,0
1086,300,2015,Los Angeles,19,8/16/2015,8/16/2015,0,34.3207,-118.2248,FALSE,Lake Hughes Rd at Warm Springs Rehab Center,Warm Fire,100,CA,14,Unidentified,0,37,26,34,2,1012,0
1087,300,2015,Alameda,1,6/5/2015,6/6/2015,0,37.6469,-121.8889,FALSE,near Corral Hollow Road and the Alameda-San Joaquin county line.,Site Fire,100,CA,14,Unidentified,0,28,12,23,9,1009,0
1088,282,2015,Ventura,56,8/2/2015,8/12/2015,0,34.4565,-119.0836,FALSE,"Maricopa Highway 33 & Chorro Grande Canyon, north of Ojai ",Chorro Fire,100,CA,14,Unidentified,0,24,14,20,4,1013,0
1089,242,2015,Alameda,1,5/28/2015,5/28/2015,0,37.6469,-121.8889,FALSE,Christensen Rd and Burns Rd in the Altamont Pass area,Christensen Fire,100,CA,14,Unidentified,0,25,10,20,9,1016,0
1090,227,2015,Mendocino,23,7/30/2015,8/7/2015,0,39.4402,-123.3915,FALSE,throughout Mendocino National Forest,Mendocino National Forest Lightning Complex,100,CA,1,Lightning,0,33,11,28,3,1014,0
1091,215,2015,Santa Clara,43,9/9/2015,9/10/2015,0,37.2318,-121.6951,FALSE,"off Hwy 152 at Dinosaur Point, 3 miles west of San Luis Reservoir",Pacheco Fire,100,CA,1,Lightning,0,37,18,30,2,1011,0
1092,211,2015,Santa Barbara,42,6/29/2015,6/29/2015,0,34.6729,-120.0165,FALSE,off Burton Mesa Blvd in Lompoc,Mesa Fire,100,CA,14,Unidentified,0,32,19,28,13,1013,0
1093,186,2015,Ventura,56,8/14/2015,8/16/2015,0,34.4565,-119.0836,FALSE,Rustic Hills Drive in the Wood Ranch area Simi Valley,Rustic Fire,100,CA,14,Unidentified,0,27,16,23,7,1014,0
1094,167,2015,Kern,15,8/20/2015,8/21/2015,0,35.3429,-118.7299,FALSE,"southeast of Woody, south of Poso Flat Road & Burke Creek",Flat Fire ,100,CA,14,Unidentified,0,35,15,28,4,1011,0
1095,150,2015,Riverside,33,7/1/2015,7/4/2015,0,33.7437,-115.9938,FALSE,off Merwin St in Moreno Valley ,Merwin Fire,100,CA,14,Unidentified,0,33,27,31,3,1009,0.4
1096,122,2015,San Joaquin,39,6/18/2015,6/18/2015,0,37.9348,-121.2714,FALSE,"Jack Tone Rd & Collier Rd, east of Herald",Collier Fire,100,CA,14,Unidentified,0,33,14,27,8,1013,0
1097,111,2015,Lassen,18,6/30/2015,7/3/2015,0,40.6736,-120.5943,FALSE,"near Shinn Mountain, 10 miles southeast of Ravendale",Shinn Fire,100,CA,14,Unidentified,0,33,14,29,6,1016,0
1098,110,2015,Sacramento,34,9/3/2015,9/3/2015,0,38.4493,-121.3443,TRUE,Off Apple Rd in Wilton,Apple Fire,100,CA,14,Unidentified,0,27,14,23,10,1012,0
1099,110,2015,Placer,31,6/8/2015,6/8/2015,0,39.0635,-120.7175,TRUE,"Riosa Rd & Thousand Oaks Dr, north of Lincoln",Riosa Fire,100,CA,14,Unidentified,0,33,17,28,9,1013,0
1100,80,2015,Riverside,33,6/1/2015,6/5/2015,0,33.7437,-115.9938,FALSE,Avenue 66 and Harrison Street near Thermal  ,Harrison Fire,100,CA,14,Unidentified,0,33,22,30,14,1010,0
1101,75,2015,Butte,4,7/1/2015,7/1/2015,0,39.6669,-121.6007,FALSE,"off LaPorte Rd, east of Bangor",Webb Fire,100,CA,9,Miscellaneous,0,38,22,33,8,1012,0
1102,69,2015,Siskiyou,47,8/20/2015,8/22/2015,0,41.5927,-122.5404,FALSE,LaHonda Well area northeast of the community of Tennant,Prairie Fire,100,CA,9,Miscellaneous,0,32,12,25,3,1013,0
1103,65,2015,San Bernardino,36,8/1/2015,8/5/2015,0,34.8414,-116.1784,FALSE,"Cajon Pass, I-15 and Highway 138",Scales Fire,100,CA,2,Equipment Use,0,37,26,34,15,1012,0
1104,60,2015,Fresno,10,7/18/2015,7/22/2015,0,36.7582,-119.6493,FALSE,"off Powerhouse Rd, near Kercknoff Lake, north of the community of Auberry",Kerkhoff Fire,100,CA,1,Lightning,0,38,20,32,10,1011,0
1105,60,2015,Riverside,33,6/18/2015,6/21/2015,0,33.7437,-115.9938,FALSE,Off Grapefruit Blvd in Thermal,Grapefruit Fire,100,CA,2,Equipment Use,0,39,25,35,14,1009,0
1106,60,2015,Mariposa,22,6/18/2015,6/19/2015,0,37.5815,-119.9054,TRUE,"Triangle Rd and Nickel Plate Rd, north of Bootjack",Triangle Fire,100,CA,10,Vehicle,0,23,10,20,5,1014,0
1107,58,2015,Siskiyou,47,10/10/2015,10/10/2015,0,41.5927,-122.5404,FALSE,Along Military Pass Road ,Military Fire,100,CA,14,Unidentified,0,21,10,16,8,1017,0
1108,45,2015,Kern,15,9/9/2015,9/15/2015,0,35.3429,-118.7299,FALSE,Antelope Canyon south of Tehachapi,Antelope Fire,100,CA,14,Unidentified,0,38,15,31,1,1012,0.1
1109,45,2015,Alameda,1,7/2/2015,7/3/2015,0,37.6469,-121.8889,FALSE,"off Geary Road in the Sunol Wilderness, 10 miles east of Fremont",Geary Fire,100,CA,1,Lightning,0,33,19,27,10,1012,0
1110,45,2015,Fresno,10,6/5/2015,6/6/2015,0,36.7582,-119.6493,FALSE,near Auberry,FKU Lightning Fires,100,CA,14,Unidentified,0,31,13,27,5,1010,0
